weights;province;district;community.damage;interviewer_sex;hhh_ethnolinguistic_group;hhh_marital_status;hhh_age;hhh_gender;hhh_disability;total_members;disability;breastfeeding;pregnant;chronic_ill;expenditures_food;expenditures_loan_repayments;expenditures_livestock;expenditures_agri_inputs;expenditures_health;expenditures_eduction;expenditures_shelter_materials_labour;expenditures_rent;expenditures_fuel;expenditures_clothing_hh_items;expenditures_transport;expenditures_comms;expenditures_other;expenditures_other_specify;expenditures_primary_source_expend;expenditures_primary_source_expend_other;expenditures_secondary_source_expend;expenditures_secondary_source_expend_other;expenditures_tertiary_source_expend;expenditures_tertiary_source_expend_other;assistance_assistance_amount;Assistance_Received_y_n;assistance_assistance_type;assistance_assistance_type_other;assistance_household_damage;assistance_shelter_status;assistance_damage_status;assistance_repair_status;assistance_barriers_to_rebuild;assistance_barriers_to_rebuild_other;assistance_accommodation_arrangment;assistance_wall_material;assistance_wall_material_other;assistance_roof_material;assistance_roof_material_other;assistance_rooms_hh;BBB_note;BBB_bbb_safe_site;BBB_bbb_foundation;BBB_bbb_corner_braces;BBB_bbb_plinth_bands;BBB_bbb_lintels;BBB_bbb_windows_door_safe_distance;BBB_bbb_drainage;BBB_bbb_landslide_flood_minimsed;BBB_female_living_space;BBB_livestock_livingspace;WASH_primary_drinking_water;WASH_primary_drinking_water_other;WASH_primary_latrine;WASH_primary_latrine_other;WASH_primary_latrine_status;WASH_solid_waste;WASH_solid_waste_other;priority_needs_priority_needs
0,143638295;Balkh;Baharak (Badakhshan);Low community damage;Male;Arab;Married;38;Male;no;9;1;1;0;0;7000;0;0;0;2800;0;0;0;8000;3700;2000;100;0;NA;unskilled daily labour;NA;skilled daily labour;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;other;Mud wall;mud grass;NA;3;NA;yes;yes;yes;yes;yes;no;yes;yes;no;no;pipe municipal;NA;pit latrine open;NA;latrine used;thrown out street;NA;employment
3,290842661;Balkh;Khulm;Low community damage;Male;Arab;Married;41;Male;no;15;0;0;0;0;6000;0;0;0;1500;0;0;0;6000;1200;600;100;0;NA;skilled daily labour;NA;borrow loans;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;bricks;NA;mud grass;NA;2;NA;yes;yes;yes;yes;yes;yes;yes;no;no;no;pipe municipal;NA;pit latrine open;NA;latrine used;collected;NA;employment
3,290842661;Balkh;Sholgareh;Low community damage;Male;Arab;Married;39;Male;no;9;0;0;0;1;3500;0;0;0;2000;500;0;0;2500;1000;600;250;0;NA;business sale goods services;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned with documentation;other;Mud wall;mud grass;NA;3;NA;no;no;yes;yes;yes;yes;yes;no;yes;no;handpump;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
0,615700396;Balkh;Khwaja Sabz Posh;Low community damage;Male;Arab;Married;48;Male;no;9;0;1;0;0;8000;5000;25000;40000;3500;3500;0;0;4000;0;1000;250;0;NA;livestock farming;NA;business sale goods services;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs ongoing;NA;NA;owned with documentation;bricks;NA;mud grass;NA;6;NA;no;no;yes;no;yes;yes;yes;yes;yes;no;handpump;NA;pit latrine covered;NA;latrine used;buried;NA;agri livestock support
0,145896565;Balkh;Khulm;Low community damage;Male;Arab;Married;51;Male;yes;8;0;1;1;0;4000;0;0;0;250;0;0;0;3000;0;600;250;0;NA;skilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;no;no;no;yes;yes;yes;yes;yes;yes;no;handpump;NA;pit latrine covered;NA;latrine used;thrown out street;NA;employment
0,145896565;Balkh;Aybak;Low community damage;Male;Tajik;Married;57;Male;no;8;0;0;0;0;3000;0;0;0;1500;500;0;0;2000;0;0;50;0;NA;skilled daily labour;NA;no further source;NA;no further source;NA;0;Yes;other;Food, Blankets;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;other;Mud wall;mud grass;NA;3;NA;yes;yes;no;yes;yes;yes;yes;no;yes;no;pipe municipal;NA;pit latrine covered;NA;latrine used;thrown out street;NA;employment
3,290842661;Balkh;Pul e khumri;Low community damage;Male;Arab;Married;56;Male;no;12;0;0;1;0;9000;0;3000;25000;3000;200;0;0;6000;1500;1000;500;100000;Funeral Costs;skilled daily labour;NA;business sale goods services;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied no longer damaged;NA;NA;NA;owned with documentation;other;Mud wall;mud grass;NA;7;NA;no;no;yes;yes;yes;yes;yes;no;yes;no;pipe municipal;NA;pit latrine covered;NA;latrine used;thrown out street;NA;agri livestock support
0,143638295;Samangan;Khulm;Low community damage;Male;Arab;Married;30;Male;no;14;1;1;0;0;15000;0;0;0;5000;6000;0;0;4000;7000;2500;1500;0;NA;skilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;free owners consent;stone;NA;mud grass;NA;3;NA;no;yes;no;yes;yes;yes;yes;no;no;no;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;health care
0,615700396;Samangan;Sholgareh;Low community damage;Male;Arab;Married;48;Male;no;7;0;1;1;0;9000;0;0;4000;3000;3000;0;3000;2000;4000;2500;1500;0;NA;cash crop;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;rented;stone;NA;mud grass;NA;3;NA;no;no;yes;yes;no;yes;yes;yes;no;no;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
3,290842661;Samangan;Pul e khumri;Low community damage;Male;Arab;Married;45;Male;no;6;0;1;0;0;12000;0;0;0;4000;5000;0;0;3000;5000;3000;1000;0;NA;skilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;free owners consent;other;Mud wall;mud grass;NA;3;NA;no;not clear;no;yes;yes;yes;yes;yes;no;no;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;security
0,145896565;Samangan;Khuram Sarbagh;Low community damage;Male;Arab;Married;37;Male;no;12;0;1;0;0;10000;0;5000;0;3000;4000;0;0;4000;5000;2000;1000;0;NA;livestock farming;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;free owners consent;other;Mud wall;mud grass;NA;2;NA;no;yes;no;yes;no;yes;yes;yes;no;yes;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;education
2,281271713;Samangan;Khulm;Low community damage;Male;Arab;Married;24;Male;no;11;0;1;1;1;15000;0;0;6000;5000;4000;0;0;3000;5000;3000;2000;0;NA;cash crop;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned without documentation;stone;NA;mud grass;NA;3;NA;yes;no;yes;yes;yes;no;yes;yes;no;no;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;water sanitation
0,145896565;Samangan;Khulm;Low community damage;Male;Arab;Married;51;Female;no;8;0;1;0;1;8000;0;4000;0;3000;4000;0;0;3000;5000;3000;2000;0;NA;livestock farming;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;stone;NA;mud grass;NA;NA;NA;no;yes;no;yes;yes;yes;yes;yes;no;yes;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;education
3,538776045;Samangan;Sholgareh;Low community damage;Male;Arab;Married;40;Male;no;7;0;1;0;1;8000;0;3000;0;4000;3000;0;0;2000;4000;2000;1000;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned without documentation;stone;NA;mud grass;NA;2;NA;no;yes;no;yes;yes;yes;no;yes;no;no;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;agri livestock support
3,290842661;Samangan;Sholgareh;Low community damage;Male;Arab;Married;50;Male;no;12;1;0;0;0;10000;0;3000;0;4000;5000;0;0;3000;4000;3000;2000;0;NA;livestock farming;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;different site;occupied partial damage;repairs started on hold;cannot reach markets expense;NA;owned without documentation;stone;NA;mud grass;NA;3;NA;no;yes;yes;no;no;no;yes;yes;no;yes;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;education
2,281271713;Samangan;Doshi;Low community damage;Male;Arab;Married;27;Male;no;6;0;0;0;0;15000;0;5000;0;4000;3000;0;3000;4000;5000;3000;1500;0;NA;livestock farming;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;rented;bricks;NA;mud grass;NA;4;NA;no;yes;yes;yes;yes;yes;yes;yes;no;yes;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;agri livestock support
3,538776045;Samangan;Sar e Pul;Low community damage;Male;Gujjar;Married;25;Male;no;9;0;0;0;0;15000;0;0;4000;3000;4000;500;3000;4000;5000;2500;1000;0;NA;cash crop;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;cannot reach markets insecurity;NA;rented;other;Mud wall;mud grass;NA;3;NA;no;yes;yes;yes;yes;yes;yes;yes;no;yes;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
0,143638295;Samangan;Pul e khumri;Low community damage;Male;Arab;Married;46;Male;no;8;0;0;0;0;16000;0;5000;0;4000;6000;0;2500;4000;7000;4000;2000;0;NA;livestock farming;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;rented;stone;NA;mud grass;NA;4;NA;no;yes;no;yes;no;yes;no;yes;no;yes;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;shelter assistance
0,145896565;Samangan;Khuram Sarbagh;Low community damage;Male;Arab;Married;31;Male;no;10;0;1;0;0;13000;0;3000;0;4000;4000;0;0;4000;4000;3000;1500;0;NA;livestock farming;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;free owners consent;stone;NA;mud grass;NA;2;NA;no;yes;yes;yes;yes;yes;no;no;no;yes;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
3,290842661;Samangan;Aybak;Low community damage;Male;Arab;Married;45;Male;no;8;0;1;0;1;20000;0;4000;3000;5000;6000;7000;0;4000;8000;4000;2000;0;NA;livestock farming;NA;cash crop;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;stone;NA;mud grass;NA;4;NA;no;yes;yes;no;yes;yes;yes;yes;no;yes;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;education
3,290842661;Samangan;Rostaq;Low community damage;Male;Arab;Married;45;Male;no;6;1;1;0;0;10000;0;4000;0;5000;5000;0;0;3000;4000;3000;1000;0;NA;livestock farming;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned without documentation;other;Mud wall;mud grass;NA;3;NA;no;yes;yes;yes;no;no;yes;yes;no;yes;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
0,145896565;Samangan;Sar e Pul;Low community damage;Male;Arab;Married;32;Male;no;14;0;0;0;0;5000;0;0;0;3000;0;0;0;4000;3000;2000;1000;0;NA;business sale goods services;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;stone;NA;mud grass;NA;2;NA;no;yes;yes;yes;yes;yes;yes;yes;no;no;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;security
0,145896565;Samangan;Khuram Sarbagh;Low community damage;Male;Arab;Married;45;Male;no;7;0;1;0;0;8000;0;4000;0;5000;4000;0;3000;4000;5000;3000;1500;0;NA;livestock farming;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;rented;stone;NA;mud grass;NA;NA;NA;no;yes;yes;yes;yes;yes;yes;yes;no;yes;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
0,143638295;Samangan;Dawlatabad;Low community damage;Male;Gujjar;Married;42;Male;no;3;1;1;1;0;10000;0;0;0;5000;4000;0;3500;3000;5000;3000;1000;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;rented;stone;NA;mud grass;NA;NA;NA;no;yes;no;yes;yes;yes;no;yes;no;no;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
0,145896565;Samangan;Doshi;Low community damage;Male;Arab;Married;30;Male;no;6;0;3;0;0;7000;0;3000;0;4000;3000;0;0;2000;5000;2500;500;0;NA;livestock farming;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned without documentation;stone;NA;mud grass;NA;3;NA;no;yes;yes;yes;yes;yes;yes;yes;no;yes;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;security
5,415416037;Samangan;Doshi;Low community damage;Male;Arab;Married;42;Male;no;12;0;1;0;0;10000;0;4000;0;3000;5000;0;0;2000;4000;3000;1000;0;NA;livestock farming;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;free owners consent;stone;NA;mud grass;NA;3;NA;no;yes;yes;yes;yes;yes;yes;yes;no;yes;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
2,281271713;Samangan;Taloqan;Low community damage;Male;Arab;Married;33;Male;no;10;0;0;0;0;8000;0;0;4000;3000;0;0;0;2000;3000;2000;500;0;NA;cash crop;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;cannot reach markets expense;NA;owned without documentation;stone;NA;mud grass;NA;2;NA;no;yes;yes;yes;yes;yes;yes;yes;yes;no;protected spring well;NA;pit latrine covered;NA;latrine used;thrown out street;NA;education
0,145896565;Samangan;Khuram Sarbagh;Low community damage;Male;Arab;Married;31;Male;no;12;0;0;1;0;10000;0;3000;0;4000;2000;0;0;3000;3000;2000;1000;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;free owners consent;stone;NA;mud grass;NA;2;NA;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;education
0,145896565;Samangan;Khuram Sarbagh;Low community damage;Male;Arab;Married;24;Male;yes;6;0;1;1;0;22000;0;0;6000;5000;7000;0;0;4000;5000;3000;1500;0;NA;cash crop;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;free owners consent;stone;NA;mud grass;NA;4;NA;no;yes;yes;yes;yes;yes;yes;yes;no;no;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;security
0,145896565;Samangan;Bilcheragh;Low community damage;Male;Arab;Married;45;Male;no;14;0;2;0;0;25000;0;5000;0;6000;7000;0;3000;4500;7000;4000;1000;0;NA;livestock farming;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;rented;other;Mud wall;mud grass;NA;5;NA;no;yes;yes;yes;yes;yes;yes;yes;no;yes;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;education
0,145896565;Samangan;Khuram Sarbagh;Low community damage;Male;Arab;Married;38;Male;no;9;1;1;1;0;10000;0;3000;0;2000;3000;0;0;2000;2000;3000;4000;0;NA;business sale goods services;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned without documentation;stone;NA;mud grass;NA;4;NA;no;no;yes;no;yes;yes;yes;yes;no;yes;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;security
0,145896565;Samangan;Sar e Pul;Low community damage;Male;Arab;Married;27;Male;yes;17;0;1;4;0;23000;0;10000;0;4000;5000;0;0;6000;3000;5000;5000;0;NA;unskilled daily labour;NA;livestock farming;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;bricks;NA;mud grass;NA;9;NA;no;no;no;no;yes;yes;yes;yes;yes;no;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;training
0,145896565;Samangan;Taloqan;Low community damage;Male;Arab;Married;36;Male;no;6;0;0;0;0;5000;0;0;0;1000;16000;0;0;3000;2000;3000;1000;0;NA;formal employ;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;fully damaged;different site;no longer occupied;repairs not started;NA;NA;owned with documentation;stone;NA;mud grass;NA;2;NA;no;no;yes;yes;no;no;yes;no;no;no;surface water;NA;pit latrine open;NA;latrine used;collected;NA;shelter assistance
0,143638295;Samangan;Khwaja Sabz Posh;Low community damage;Male;Arab;Married;56;Male;no;6;0;0;0;1;6000;0;3000;0;1000;3000;0;3000;2000;2000;2000;1000;0;NA;business sale goods services;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;rented;stone;NA;mud grass;NA;3;NA;no;no;yes;no;yes;yes;yes;yes;no;no;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;shelter assistance
0,145896565;Samangan;Khulm;Low community damage;Male;Arab;Married;59;Male;no;11;1;1;0;0;18000;3000;5000;0;3000;8000;0;0;6000;4000;5000;4500;0;NA;livestock farming;NA;unskilled daily labour;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned without documentation;bricks;NA;mud grass;NA;6;NA;yes;yes;no;no;yes;yes;yes;no;yes;no;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;employment
0,145896565;Samangan;Pul e khumri;Low community damage;Male;Arab;Married;36;Male;no;9;0;2;0;0;8000;0;0;0;1000;2000;0;0;2000;2000;2000;1000;0;NA;skilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;no;yes;yes;no;yes;no;yes;yes;yes;no;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;security
0,145896565;Samangan;Khulm;Low community damage;Male;Arab;Married;46;Male;no;11;0;1;0;0;8000;0;4000;0;2000;2000;0;2500;2000;1500;2000;1000;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;fully damaged;different site;no longer occupied;repairs not started;NA;NA;owned without documentation;stone;NA;mud grass;NA;3;NA;yes;yes;yes;no;yes;no;yes;no;no;no;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;education
0,145896565;Samangan;Khulm;Low community damage;Male;Arab;Married;25;Male;no;13;0;0;0;0;18000;0;10000;0;4000;10000;0;0;5000;3000;5000;5000;0;NA;business sale goods services;NA;livestock farming;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned without documentation;bricks;NA;mud grass;NA;7;NA;no;no;no;no;yes;yes;yes;no;yes;no;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;security
3,290842661;Samangan;Dawlatabad;Low community damage;Male;Arab;Married;45;Male;no;11;0;2;0;0;5000;0;8000;0;2000;2000;0;3000;2000;2000;3000;3000;0;NA;livestock farming;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;fully damaged;different site;no longer occupied;repairs not started;NA;NA;owned with documentation;stone;NA;mud grass;NA;3;NA;yes;yes;yes;no;yes;no;yes;no;no;no;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;shelter assistance
5,415416037;Samangan;Khuram Sarbagh;Low community damage;Male;Arab;Married;47;Male;no;9;1;1;0;0;10000;0;3000;0;2000;3000;0;0;3000;2000;3000;2000;0;NA;skilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;free no consent;bricks;NA;mud grass;NA;4;NA;yes;yes;no;no;yes;yes;yes;not clear;yes;no;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;shelter assistance
0,145896565;Samangan;Sholgareh;Low community damage;Male;Arab;Married;46;Male;no;11;0;1;0;1;30000;0;6000;0;5000;7000;0;3000;4000;5000;3000;2000;0;NA;livestock farming;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;rented;stone;NA;mud grass;NA;5;NA;no;yes;yes;yes;yes;yes;yes;yes;no;yes;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;security
0,143638295;Samangan;Dawlatabad;Low community damage;Male;Arab;Married;43;Male;no;7;0;4;1;0;9000;0;0;0;4000;4000;0;3000;3500;4500;2000;1000;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;rented;stone;NA;mud grass;NA;2;NA;no;no;yes;yes;yes;yes;yes;yes;no;no;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
3,538776045;Samangan;Bilcheragh;Low community damage;Male;Arab;Married;40;Male;no;12;1;1;0;0;10000;0;0;6000;5000;5000;0;3000;4000;4500;3000;2000;0;NA;cash crop;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;rented;stone;NA;mud grass;NA;3;NA;no;yes;yes;yes;no;no;yes;yes;yes;no;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;shelter assistance
0,145896565;Samangan;Khulm;Low community damage;Male;Turkmen;Married;33;Male;no;8;1;1;0;0;28000;0;8000;2000;7000;9000;0;4000;6000;8000;4000;3500;0;NA;livestock farming;NA;cash crop;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;rented;other;Mud wall;mud grass;NA;5;NA;no;yes;yes;no;yes;yes;yes;yes;no;yes;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;education
0,145896565;Samangan;Khuram Sarbagh;Low community damage;Male;Arab;Single;30;Male;yes;10;1;1;0;0;10000;0;0;0;6000;5000;0;0;3000;6000;2500;500;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned without documentation;stone;NA;mud grass;NA;NA;NA;no;no;no;yes;yes;yes;yes;yes;yes;no;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
0,143638295;Samangan;Bilcheragh;Low community damage;Male;Arab;Married;36;Male;no;16;0;0;0;0;8000;0;0;0;3000;4000;0;0;2500;3000;2000;1000;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;free owners consent;other;Mud wall;mud grass;NA;2;NA;no;no;yes;yes;yes;yes;yes;yes;yes;no;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;shelter assistance
2,281271713;Samangan;Khuram Sarbagh;Low community damage;Male;Arab;Single;52;Male;yes;20;0;1;0;0;20000;0;0;0;5000;6000;0;3500;4000;5500;3500;2000;0;NA;skilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;fully damaged;different site;no longer occupied;repairs not started;NA;NA;rented;stone;NA;mud grass;NA;4;NA;no;no;yes;not clear;yes;no;yes;yes;no;no;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
2,281271713;Samangan;Sar e Pul;Low community damage;Male;Arab;Married;20;Male;no;14;0;0;0;1;11000;0;0;0;5000;4000;0;3000;3500;7000;4000;2500;0;NA;skilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;fully damaged;different site;no longer occupied;repairs not started;NA;NA;rented;stone;NA;mud grass;NA;2;NA;no;yes;yes;yes;yes;yes;no;no;no;no;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
0,615700396;Samangan;Doshi;Low community damage;Male;Arab;Married;37;Male;no;4;2;1;0;0;7000;0;0;0;2000;0;0;3500;3000;4000;1000;500;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;rented;stone;NA;mud grass;NA;NA;NA;no;yes;no;yes;yes;yes;no;yes;yes;no;protected spring well;NA;pit latrine open;NA;latrine used;thrown out street;NA;shelter assistance
0,145896565;Samangan;Sar e Pul;Low community damage;Male;Arab;Married;32;Male;no;9;0;1;1;0;11000;0;0;5000;3000;4000;0;3000;2500;3000;2000;1000;0;NA;cash crop;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;rented;stone;NA;mud grass;NA;2;NA;no;yes;yes;no;yes;no;yes;yes;yes;no;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;health care
0,143638295;Samangan;Bilcheragh;Low community damage;Male;Arab;Married;45;Male;no;6;0;0;1;0;10000;0;0;5000;4000;5500;0;3000;4000;5000;2500;1000;0;NA;cash crop;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;rented;handmade tent;NA;mud grass;NA;NA;NA;no;no;no;no;no;no;no;no;no;no;surface water;NA;no facility;NA;latrine used;thrown out street;NA;shelter assistance
2,281271713;Samangan;Khuram Sarbagh;Low community damage;Male;Arab;Single;52;Male;no;13;0;0;0;0;7000;0;3000;0;1500;2000;0;0;2000;4000;3000;1000;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned without documentation;bricks;NA;mud grass;NA;3;NA;no;yes;yes;no;yes;no;yes;no;yes;no;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;shelter assistance
0,145896565;Samangan;Sholgareh;Low community damage;Male;Arab;Married;35;Male;no;8;1;1;0;0;7000;0;0;0;2000;3000;0;3000;2000;4000;2000;1000;0;NA;business sale goods services;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;different site;no longer occupied;repairs not started;NA;NA;rented;bricks;NA;mud grass;NA;3;NA;yes;no;yes;no;yes;yes;yes;not clear;no;no;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;education
